x,p_initial,p_final
12.850000000000001,5.393974504986211e-10,0.03215242513808377
12.9,1.0260471755665959e-09,0.03461440243669279
12.950000000000001,1.6193700171205614e-09,0.03544688935423784
13.0,2.679939858688488e-09,0.03464044263216218
13.05,4.8139308836781065e-09,0.0322801019804105
13.100000000000001,8.922737377459608e-09,0.028538313690772605
13.15,1.6253491419121274e-08,0.023662094079522418
13.200000000000001,2.8442782835628283e-08,0.017955481258106493
13.25,4.754192955675866e-08,0.011758660893905901
13.3,7.600782672548085e-08,0.005425368164257662
13.350000000000001,1.1663910237216168e-07,-0.0006997512789187898
13.4,1.7243367481804012e-07,-0.006302196530382152
13.450000000000001,2.4634179813732895e-07,-0.01111564489239792
13.5,3.4088957504881697e-07,-0.014935820404275055
13.55,4.576532840868413e-07,-0.01762942726913923
13.600000000000001,5.965764883927549e-07,-0.019137793913420974
13.65,7.551415842082336e-07,-0.019475294833509054
13.700000000000001,9.27436803056901e-07,-0.01872300842354954
13.75,1.1031997134668117e-06,-0.017018398502219877
13.8,1.2669689454087053e-06,-0.014542051486621018
13.850000000000001,1.397535582550815e-06,-0.011502645421578113
13.9,1.4679507083676956e-06,-0.008121366533335655
13.950000000000001,1.4464095951852821e-06,-0.004616928404712749
14.0,1.2983866439885337e-06,-0.0011922014689116135
14.05,9.904259960799495e-07,0.001976753949585439
14.100000000000001,4.959855770881271e-07,0.004748715403315109
14.15,-1.9632983607001622e-07,0.007022126377502041
14.200000000000001,-1.071945465991945e-06,0.008736732061337711
14.25,-2.076924517477904e-06,0.009872269387670479
14.3,-3.102348920015506e-06,0.010444651277075763
14.350000000000001,-3.967234824497285e-06,0.010500221548523217
14.4,-4.401254471379423e-06,0.010108731712246346
14.450000000000001,-4.0291079125485385e-06,0.009355704885812008
14.5,-2.3589757439482707e-06,0.008334811602562215
14.55,1.2219800285178477e-06,0.007140797541835476
14.600000000000001,7.441703649040771e-06,0.005863387009934963
14.65,1.7123406952760395e-05,0.004582452229017379
14.700000000000001,3.1148497384424724e-05,0.003364600712359795
14.75,5.039964587920114e-05,0.002261203263649878
14.8,7.568261642573826e-05,0.0013077730735739218
14.850000000000001,0.00010762735686889051,0.0005245186916010554
14.9,0.00014657136206955402,-8.216610884386954e-05
14.950000000000001,0.00019243139441526695,-0.0005175437943814217
15.0,0.00024457311783137974,-0.0007959788079389014
15.05,0.0003016918003329039,-0.0009382427106680595
15.100000000000001,0.00036172059162422834,-0.0009688988234022458
15.15,0.0004217855176373778,-0.0009139401027331052
15.200000000000001,0.0004782277189462032,-0.0007988021884091554
15.25,0.0005267130398076375,-0.0006468216391524365
15.3,0.0005624463349150446,-0.0004781617038928035
15.350000000000001,0.0005805024027488638,-0.000309187749080872
15.4,0.0005762770758155686,-0.00015224362302883015
15.450000000000001,0.0005460507754435249,-1.575953276151994e-05
15.5,0.00048764319613885186,9.538884980315101e-05
15.55,0.00040112253910115425,0.0001793524420696647
15.600000000000001,0.00028951708681138554,0.000236689351399605
15.65,0.00015946248753069103,0.00026972122224427924
15.700000000000001,2.1706762827877215e-05,0.00028191914047234247
15.75,-0.00010861124519982329,0.0002773581500734607
15.8,-0.00021199358468761476,0.00026026487334857154
15.850000000000001,-0.00026499937640456537,0.0002346695483410166
15.9,-0.00024110084616799766,0.0002041628096060623
15.950000000000001,-0.00011200575813834951,0.00017174916523003995
16.0,0.0001505651404979893,0.00013978345784879502
16.05,0.0005727021726827815,0.00010997347071343146
16.1,0.001175837975955943,8.343089641277275e-05
16.150000000000002,0.0019741406889084265,6.075366228205561e-05
16.2,0.0029719677424903165,4.212460008568573e-05
16.25,0.00416161223666943,2.741417289232766e-05
16.3,0.0055215912438367955,1.627800176702763e-05
16.35,0.007015722114661232,8.242924711640224e-06
16.400000000000002,0.008593205626329113,2.7780198953655987e-06
16.45,0.010189882183817486,-6.507228759305133e-07
16.5,0.011730750234846514,-2.541668740774157e-06
16.55,0.013133738241582581,-3.3331276839142823e-06
16.6,0.01431460932820246,-3.3909373795286034e-06
16.650000000000002,0.015192759891665344,-3.0054027270555665e-06
16.7,0.015697560677152746,-2.3949680862686056e-06
16.75,0.01577479271724868,-1.71423411032602e-06
16.8,0.01539266263743033,-1.064303003040506e-06
16.85,0.014546852314975026,-5.038696826729156e-07
16.900000000000002,0.013264074331867754,-5.991385733629032e-08
16.95,0.011603670977239184,2.6275133181090313e-07
17.0,0.009656910093896,4.7347950799065775e-07
17.05,0.007543790224394141,5.894796787489867e-07
17.1,0.005407359784019474,6.311411053673121e-07
17.150000000000002,0.003405765544392802,6.188182527451349e-07
17.2,0.0017024565247606258,5.708327170642475e-07
17.25,0.0004551607917337945,5.024265140750855e-07
17.3,-0.00019559477000192016,4.254102806382386e-07
17.35,-0.00013755512830284717,3.4827925260674636e-07
17.400000000000002,0.0007034958247537643,2.766097154295128e-07
17.45,0.0023561169630571645,2.1359160673719392e-07
17.5,0.004798459975069423,1.6059391987495058e-07
17.55,0.007956912113926727,1.1769533444550269e-07
17.6,0.011708405130502735,8.414151632259581e-08
17.650000000000002,0.0158863775154341,5.871243246847193e-08
17.7,0.02029007975189672,3.999828443425319e-08
17.75,0.024696630272228553,2.6592229298532214e-08
17.8,0.028874989205720455,1.7213093816239587e-08
17.85,0.03260084069651054,1.0772976533427292e-08
17.900000000000002,0.035671280005221885,6.404044544631493e-09
17.95,0.03791819892683003,3.456857824545193e-09
18.0,0.03921935395217864,1.4798855819846316e-09
18.05,0.03950627901901987,1.870148551326855e-10
18.1,0.03876845343938152,-5.828704611904429e-10
18.150000000000002,0.03705343373947444,-9.125272625941358e-10
18.2,0.034462979204962205,-8.59370085328551e-10
18.25,0.03114551639124488,-5.163280151808223e-10
18.3,0.027285570025526246,-8.265377815388463e-11
18.35,0.023091012347784084,5.3268632440120734e-11
18.400000000000002,0.018779131517657668,-7.820708230838859e-10
18.45,0.014562581180983391,-3.6559561570657006e-09
18.5,0.010636244874370324,-1.014757450994033e-08
18.55,0.0071659362088526985,-2.2468903478824767e-08
18.6,0.004279671790578315,-4.3577263589904266e-08
18.650000000000002,0.00206201766445454,-7.72634836798381e-08
18.7,0.0005517446689757243,-1.2819448567975424e-07
18.75,-0.00025724203578602223,-2.018843896229158e-07
18.8,-0.0004119852405796409,-3.045648120539278e-07
18.85,5.932464412842542e-06,-4.4292393612546266e-07
18.900000000000002,0.0008886328168008156,-6.236863807805755e-07
18.95,0.0021112756645411744,-8.53013161504097e-07
19.0,0.0035417121438134826,-1.1357142905226553e-06
19.05,0.005049727755614785,-1.4742866867648415e-06
19.1,0.006515242504931791,-1.8678173801300338e-06
19.150000000000002,0.00783497471858255,-2.310826006185388e-06
19.200000000000003,0.008927241593190659,-2.7921597122420703e-06
19.25,0.009734746156496691,-3.2940949399959137e-06
19.3,0.0102253710557276,-3.7918397901999967e-06
19.35,0.010391150451457977,-4.253662087041198e-06
19.400000000000002,0.010245711557016188,-4.6418849549366954e-06
19.450000000000003,0.009820560179793393,-4.914986125001495e-06
19.5,0.009160627261383652,-5.031001803294346e-06
19.55,0.008319497051537667,-4.952364333391712e-06
19.6,0.007354706698438947,-4.65219094031712e-06
19.650000000000002,0.006323448721670632,-4.121888033691711e-06
19.700000000000003,0.005278930627917682,-3.3797462421154856e-06
19.75,0.004267558955669944,-2.4799858440347015e-06
19.8,0.003327027044135577,-1.5214873644761416e-06
19.85,0.002485304428146688,-6.552310415704108e-07
19.900000000000002,0.0017604568963308508,-8.930032367606964e-08
19.950000000000003,0.0011611738542113158,-9.021067326896037e-08
20.0,0.0006878455853719111,-9.793383400086641e-07
20.05,0.00033401725830492,-3.123373533548912e-06
20.1,8.804742191616426e-05,-6.9180295853553385e-06
20.150000000000002,-6.518659841112974e-05,-1.2764712325738061e-05
20.200000000000003,-0.00014266915898904822,-2.104048270059147e-05
20.25,-0.0001618142596064448,-3.206240050374583e-05
20.3,-0.00013928904688998187,-4.6048165483178095e-05
20.35,-9.012809310053384e-05,-6.307579991082986e-05
20.400000000000002,-2.7144322047409085e-05,-8.304585214812465e-05
20.450000000000003,3.938163022475989e-05,-0.0001056501411732064
20.5,0.00010176962136155643,-0.00013035130405352122
20.55,0.00015481301120069148,-0.0001563772600634591
20.6,0.00019550876362484408,-0.00018273409986859323
20.650000000000002,0.00022269665603290555,-0.00020823981781046283
20.700000000000003,0.00023665515074308607,-0.00023157975162830133
20.75,0.00023869411849282226,-0.00025138265618232806
20.8,0.00023077560029061055,-0.00026631415424963734
20.85,0.00021518428562081578,-0.0002751820704988732
20.900000000000002,0.0001942603013562729,-0.00027704609742129984
20.950000000000003,0.00017019892842920674,-0.0002713226176874949
21.0,0.00014491541895487293,-0.0002578745628024529
21.05,0.00011996836508054902,-0.00023707613261762686
21.1,9.653206288220681e-05,-0.00020984317584955465
21.150000000000002,7.540685910551741e-05,-0.0001776220852357748
21.200000000000003,5.70563041178e-05,-0.00014233312487235415
21.25,4.1660748271333964e-05,-0.00010626798959674041
21.3,2.9178488605794426e-05,-7.194578377761463e-05
21.35,1.9407399111049537e-05,-4.193608624308667e-05
21.400000000000002,1.2041906564942059e-05,-1.8661865974922894e-05
21.450000000000003,6.722008650733248e-06,-4.198247424986613e-06
21.5,3.072635983715814e-06,-8.505438258393856e-08
21.55,7.329567522550601e-07,-7.171337079916594e-06
21.6,-6.238166933045794e-07,-2.5508504935909223e-05
21.650000000000002,-1.2789256672222352e-06,-5.4305246459343645e-05
21.700000000000003,-1.4633285674833056e-06,-9.195234161468245e-05
21.75,-1.358081798261476e-06,-0.00013611917475662747
21.8,-1.0982571556698593e-06,-0.00018391680495310613
21.85,-7.789995026847677e-07,-0.0002321155551212139
21.900000000000002,-4.625791129616904e-07,-0.0002773990400536564
21.950000000000003,-1.8556666278061725e-07,-0.0003166320929150736
22.0,3.447639028976757e-08,-0.0003471177022344774
22.05,1.9316468357361408e-07,-0.000366818211156719
22.1,2.944931230910213e-07,-0.00037451886152337495
22.150000000000002,3.4711203446638694e-07,-0.0003699171034413045
22.200000000000003,3.616053681647258e-07,-0.0003536283244200919
22.25,3.486419651622559e-07,-0.00032710706615638184
22.3,3.1784006771624113e-07,-0.0002924916504077862
22.35,2.77179725357281e-07,-0.000252388366176107
22.400000000000002,2.3280885488156685e-07,-0.00020961783523239756
22.450000000000003,1.8910978513690037e-07,-0.00016695023980263288
22.5,1.4891877362279546e-07,-0.00012685739946460868
22.55,1.13817237879688e-07,-9.130776908456991e-05
22.6,8.443763167729197e-08,-6.162540774708319e-05
22.650000000000002,6.074747522516908e-08,-3.8426668956746396e-05
22.700000000000003,4.2291372948129675e-08,-2.1639498593005282e-05
22.75,2.83829192854537e-08,-1.0600611560849225e-05
22.8,1.8246617089883326e-08,-4.216824068590359e-06
22.85,1.111495571319577e-08,-1.1695345965157936e-06
22.900000000000002,6.288338180190719e-09,-1.364288799149657e-07
22.950000000000003,3.1663083227528115e-09,-2.679576973093449e-09
23.0,1.2581236482089616e-09,-3.5473306984729304e-08
23.05,1.7964611540454367e-10,-3.0950920059330646e-10
23.1,-3.5784476362209604e-10,-2.0471856965085783e-07
23.150000000000002,-5.627150680285862e-10,-1.46394597705086e-06
23.200000000000003,-5.78991809709301e-10,-4.992658915529529e-06
23.25,-5.01474263979305e-10,-1.2235733188822904e-05
23.3,-3.8891512631186987e-10,-2.4658558960588034e-05
23.35,-2.7484600777276166e-10,-4.3522290211208364e-05
23.400000000000002,-1.7602267778919482e-10,-6.967132296130927e-05
23.450000000000003,-9.870563547432454e-11,-0.00010335897984710171
23.5,-4.311148746554967e-11,-0.00014413313701585044
23.55,-6.407081708749577e-12,-0.00019079651180993658
23.6,1.5397926807743482e-11,-0.00024144802242235231
23.650000000000002,2.6349749417054725e-11,-0.0002936025357314726
23.700000000000003,2.99875172754054e-11,-0.00034437734162773076
23.75,2.912429526576183e-11,-0.0003907268459136725
23.8,2.5830495461856616e-11,-0.00042970153106050037
23.85,2.1522248142785005e-11,-0.000458704843464385
23.900000000000002,1.7091809753021428e-11,-0.00047572262164960363
23.950000000000003,1.3042567698385263e-11,-0.0004795022117817806
24.0,9.608941102028477e-12,-0.00046966461812982446
24.05,6.853049664914679e-12,-0.00044673990955370143
24.1,4.736982918793387e-12,-0.0004121237025240459
24.150000000000002,3.173215750488284e-12,-0.0003679610649138063
24.200000000000003,2.0572911382086343e-12,-0.0003169700774060929
24.25,1.287167341748542e-12,-0.0002622232662150017
24.3,7.73201419419125e-13,-0.00020690792689886134
24.35,4.4201066563322246e-13,-0.0001540870879660736
24.400000000000002,2.366614115609498e-13,-0.00010648210214575404
24.450000000000003,1.1491332078339085e-13,-6.629386377486714e-05
24.5,4.66556837700907e-14,-3.507569718582356e-05
24.55,1.1223533436590134e-14,-1.3664885210791395e-05
24.6,-5.03616903056999e-15,-2.1743170770910396e-06
24.650000000000002,-1.0787635715714427e-14,-4.027305770649076e-08
24.700000000000003,-1.1285524686677497e-14,-6.117728410413361e-06
24.75,-9.546597587154362e-15,-1.881137744342767e-05
24.8,-7.180832719821945e-15,-3.62285876684846e-05
24.85,-4.956460204822069e-15,-5.634008554155176e-05
24.900000000000002,-3.167967241914157e-15,-7.713511971868822e-05
24.950000000000003,-1.864924806902764e-15,-9.675974553115199e-05
25.0,-9.868015185740713e-16,-0.00011362969253380075
25.05,-4.3709936232073798e-16,-0.000126512385318407
25.1,-1.2022955271199672e-16,-0.00013457578515511392
25.150000000000002,4.317490708897392e-17,-0.0001374047774171544
25.200000000000003,1.1248502205119636e-16,-0.00013498791869719662
25.25,1.2877214168451692e-16,-0.00012767942919067254
25.3,1.1853516828376697e-16,-0.000116141871679165
25.35,9.767722527509899e-17,-0.000101275740582366
25.400000000000002,7.493755350965682e-17,-8.414145089783344e-05
25.450000000000003,5.4530628395497994e-17,-6.587901643698208e-05
25.5,3.801635492299619e-17,-4.7629386668988096e-05
25.55,7.917385173925389e-18,-3.046085115170934e-05
