x,psi_1,psi_2,psi_3,psi_4,psi_5
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.0000000000e-01,1.2127106845e-03,2.4253757111e-03,3.6379494236e-03,4.8503861694e-03,6.0626403010e-03
2.0000000000e-01,2.4253757111e-03,4.8503861694e-03,7.2746661775e-03,9.6978506476e-03,1.2119574657e-02
3.0000000000e-01,3.6379494236e-03,7.2746661775e-03,1.0908918010e-02,1.4539473503e-02,1.8165102494e-02
4.0000000000e-01,4.8503861694e-03,9.6978506476e-03,1.4539473503e-02,1.9372338324e-02,2.4193533972e-02
5.0000000000e-01,6.0626403010e-03,1.2119574657e-02,1.8165102494e-02,2.4193533972e-02,3.0199195342e-02
6.0000000000e-01,7.2746661775e-03,1.4539473503e-02,2.1784576486e-02,2.9000156340e-02,3.6176434288e-02
7.0000000000e-01,8.4864181670e-03,1.6957182758e-02,2.5396669071e-02,3.3789310098e-02,4.2119625239e-02
8.0000000000e-01,9.6978506476e-03,1.9372338324e-02,2.9000156340e-02,3.8558110439e-02,4.8023174673e-02
9.0000000000e-01,1.0908918010e-02,2.1784576486e-02,3.2593817300e-02,4.3303684816e-02,5.3881526377e-02
1.0000000000e+00,1.2119574657e-02,2.4193533972e-02,3.6176434288e-02,4.8023174673e-02,5.9689166673e-02
1.1000000000e+00,1.3329775009e-02,2.6598848000e-02,3.9746793382e-02,5.2713737165e-02,6.5440629615e-02
1.2000000000e+00,1.4539473503e-02,2.9000156340e-02,4.3303684816e-02,5.7372546873e-02,7.1130502128e-02
1.3000000000e+00,1.5748624594e-02,3.1397097363e-02,4.6845903386e-02,6.1996797504e-02,7.6753429101e-02
1.4000000000e+00,1.6957182758e-02,3.3789310098e-02,5.0372248857e-02,6.6583703582e-02,8.2304118433e-02
1.5000000000e+00,1.8165102494e-02,3.6176434288e-02,5.3881526377e-02,7.1130502128e-02,8.7777346010e-02
1.6000000000e+00,1.9372338324e-02,3.8558110439e-02,5.7372546873e-02,7.5634454318e-02,9.3167960621e-02
1.7000000000e+00,2.0578844796e-02,4.0933979881e-02,6.0844127462e-02,8.0092847141e-02,9.8470888809e-02
1.8000000000e+00,2.1784576486e-02,4.3303684816e-02,6.4295091845e-02,8.4502995028e-02,1.0368113964e-01
1.9000000000e+00,2.2989488000e-02,4.5666868376e-02,6.7724270711e-02,8.8862241470e-02,1.0879380942e-01
2.0000000000e+00,2.4193533972e-02,4.8023174673e-02,7.1130502128e-02,9.3167960621e-02,1.1380408627e-01
2.1000000000e+00,2.5396669071e-02,5.0372248857e-02,7.4512631940e-02,9.7417558877e-02,1.1870725469e-01
2.2000000000e+00,2.6598848000e-02,5.2713737165e-02,7.7869514161e-02,1.0160847644e-01,1.2349870001e-01
2.3000000000e+00,2.7800025498e-02,5.5047286979e-02,8.1200011354e-02,1.0573818885e-01,1.2817391267e-01
2.4000000000e+00,2.9000156340e-02,5.7372546873e-02,8.4502995028e-02,1.0980420853e-01,1.3272849252e-01
2.5000000000e+00,3.0199195342e-02,5.9689166673e-02,8.7777346010e-02,1.1380408627e-01,1.3715815297e-01
2.6000000000e+00,3.1397097363e-02,6.1996797504e-02,9.1021954832e-02,1.1773541267e-01,1.4145872497e-01
2.7000000000e+00,3.2593817300e-02,6.4295091845e-02,9.4235722101e-02,1.2159581967e-01,1.4562616096e-01
2.8000000000e+00,3.3789310098e-02,6.6583703582e-02,9.7417558877e-02,1.2538298189e-01,1.4965653871e-01
2.9000000000e+00,3.4983530748e-02,6.8862288059e-02,1.0056638704e-01,1.2909461809e-01,1.5354606497e-01
3.0000000000e+00,3.6176434288e-02,7.1130502128e-02,1.0368113964e-01,1.3272849252e-01,1.5729107904e-01
3.1000000000e+00,3.7367975805e-02,7.3388004204e-02,1.0676076130e-01,1.3628241628e-01,1.6088805625e-01
3.2000000000e+00,3.8558110439e-02,7.5634454318e-02,1.0980420853e-01,1.3975424859e-01,1.6433361126e-01
3.3000000000e+00,3.9746793382e-02,7.7869514161e-02,1.1281045010e-01,1.4314189818e-01,1.6762450122e-01
3.4000000000e+00,4.0933979881e-02,8.0092847141e-02,1.1577846738e-01,1.4644332444e-01,1.7075762887e-01
3.5000000000e+00,4.2119625239e-02,8.2304118433e-02,1.1870725469e-01,1.4965653871e-01,1.7373004542e-01
3.6000000000e+00,4.3303684816e-02,8.4502995028e-02,1.2159581967e-01,1.5277960548e-01,1.7653895332e-01
3.7000000000e+00,4.4486114035e-02,8.6689145782e-02,1.2444318356e-01,1.5581064353e-01,1.7918170895e-01
3.8000000000e+00,4.5666868376e-02,8.8862241470e-02,1.2724838156e-01,1.5874782708e-01,1.8165582502e-01
3.9000000000e+00,4.6845903386e-02,9.1021954832e-02,1.3001046318e-01,1.6158938687e-01,1.8395897299e-01
4.0000000000e+00,4.8023174673e-02,9.3167960621e-02,1.3272849252e-01,1.6433361126e-01,1.8608898521e-01
4.1000000000e+00,4.9198637916e-02,9.5299935659e-02,1.3540154862e-01,1.6697884722e-01,1.8804385699e-01
4.2000000000e+00,5.0372248857e-02,9.7417558877e-02,1.3802872574e-01,1.6952350137e-01,1.8982174848e-01
4.3000000000e+00,5.1543963312e-02,9.9520511368e-02,1.4060913371e-01,1.7196604090e-01,1.9142098638e-01
4.4000000000e+00,5.2713737165e-02,1.0160847644e-01,1.4314189818e-01,1.7430499452e-01,1.9284006555e-01
4.5000000000e+00,5.3881526377e-02,1.0368113964e-01,1.4562616096e-01,1.7653895332e-01,1.9407765040e-01
4.6000000000e+00,5.5047286979e-02,1.0573818885e-01,1.4806108030e-01,1.7866657167e-01,1.9513257616e-01
4.7000000000e+00,5.6210975082e-02,1.0777931428e-01,1.5044583116e-01,1.8068656795e-01,1.9600384996e-01
4.8000000000e+00,5.7372546873e-02,1.0980420853e-01,1.5277960548e-01,1.8259772540e-01,1.9669065181e-01
4.9000000000e+00,5.8531958621e-02,1.1181256668e-01,1.5506161252e-01,1.8439889280e-01,1.9719233529e-01
5.0000000000e+00,5.9689166673e-02,1.1380408627e-01,1.5729107904e-01,1.8608898521e-01,1.9750842826e-01
5.1000000000e+00,6.0844127462e-02,1.1577846738e-01,1.5946724961e-01,1.8766698457e-01,1.9763863320e-01
5.2000000000e+00,6.1996797504e-02,1.1773541267e-01,1.6158938687e-01,1.8913194036e-01,1.9758282758e-01
5.3000000000e+00,6.3147133402e-02,1.1967462745e-01,1.6365677176e-01,1.9048297014e-01,1.9734106392e-01
5.4000000000e+00,6.4295091845e-02,1.2159581967e-01,1.6566870379e-01,1.9171926010e-01,1.9691356975e-01
5.5000000000e+00,6.5440629615e-02,1.2349870001e-01,1.6762450122e-01,1.9284006555e-01,1.9630074743e-01
5.6000000000e+00,6.6583703582e-02,1.2538298189e-01,1.6952350137e-01,1.9384471135e-01,1.9550317371e-01
5.7000000000e+00,6.7724270711e-02,1.2724838156e-01,1.7136506078e-01,1.9473259235e-01,1.9452159925e-01
5.8000000000e+00,6.8862288059e-02,1.2909461809e-01,1.7314855548e-01,1.9550317371e-01,1.9335694787e-01
5.9000000000e+00,6.9997712780e-02,1.3092141345e-01,1.7487338113e-01,1.9615599128e-01,1.9201031570e-01
6.0000000000e+00,7.1130502128e-02,1.3272849252e-01,1.7653895332e-01,1.9669065181e-01,1.9048297014e-01
6.1000000000e+00,7.2260613452e-02,1.3451558318e-01,1.7814470769e-01,1.9710683324e-01,1.8877634868e-01
6.2000000000e+00,7.3388004204e-02,1.3628241628e-01,1.7969010014e-01,1.9740428489e-01,1.8689205752e-01
6.3000000000e+00,7.4512631940e-02,1.3802872574e-01,1.8117460705e-01,1.9758282758e-01,1.8483187010e-01
6.4000000000e+00,7.5634454318e-02,1.3975424859e-01,1.8259772540e-01,1.9764235376e-01,1.8259772540e-01
6.5000000000e+00,7.6753429101e-02,1.4145872497e-01,1.8395897299e-01,1.9758282758e-01,1.8019172610e-01
6.6000000000e+00,7.7869514161e-02,1.4314189818e-01,1.8525788859e-01,1.9740428489e-01,1.7761613666e-01
6.7000000000e+00,7.8982667477e-02,1.4480351475e-01,1.8649403206e-01,1.9710683324e-01,1.7487338113e-01
6.8000000000e+00,8.0092847141e-02,1.4644332444e-01,1.8766698457e-01,1.9669065181e-01,1.7196604090e-01
6.9000000000e+00,8.1200011354e-02,1.4806108030e-01,1.8877634868e-01,1.9615599128e-01,1.6889685225e-01
7.0000000000e+00,8.2304118433e-02,1.4965653871e-01,1.8982174848e-01,1.9550317371e-01,1.6566870379e-01
7.1000000000e+00,8.3405126808e-02,1.5122945940e-01,1.9080282976e-01,1.9473259235e-01,1.6228463374e-01
7.2000000000e+00,8.4502995028e-02,1.5277960548e-01,1.9171926010e-01,1.9384471135e-01,1.5874782708e-01
7.3000000000e+00,8.5597681757e-02,1.5430674352e-01,1.9257072898e-01,1.9284006555e-01,1.5506161252e-01
7.4000000000e+00,8.6689145782e-02,1.5581064353e-01,1.9335694787e-01,1.9171926010e-01,1.5122945940e-01
7.5000000000e+00,8.7777346010e-02,1.5729107904e-01,1.9407765040e-01,1.9048297014e-01,1.4725497440e-01
7.6000000000e+00,8.8862241470e-02,1.5874782708e-01,1.9473259235e-01,1.8913194036e-01,1.4314189818e-01
7.7000000000e+00,8.9943791317e-02,1.6018066828e-01,1.9532155181e-01,1.8766698457e-01,1.3889410181e-01
7.8000000000e+00,9.1021954832e-02,1.6158938687e-01,1.9584432921e-01,1.8608898521e-01,1.3451558318e-01
7.9000000000e+00,9.2096691421e-02,1.6297377069e-01,1.9630074743e-01,1.8439889280e-01,1.3001046318e-01
8.0000000000e+00,9.3167960621e-02,1.6433361126e-01,1.9669065181e-01,1.8259772540e-01,1.2538298189e-01
8.1000000000e+00,9.4235722101e-02,1.6566870379e-01,1.9701391023e-01,1.8068656795e-01,1.2063749453e-01
8.2000000000e+00,9.5299935659e-02,1.6697884722e-01,1.9727041316e-01,1.7866657167e-01,1.1577846738e-01
8.3000000000e+00,9.6360561228e-02,1.6826384425e-01,1.9746007370e-01,1.7653895332e-01,1.1081047358e-01
8.4000000000e+00,9.7417558877e-02,1.6952350137e-01,1.9758282758e-01,1.7430499452e-01,1.0573818885e-01
8.5000000000e+00,9.8470888809e-02,1.7075762887e-01,1.9763863320e-01,1.7196604090e-01,1.0056638704e-01
8.6000000000e+00,9.9520511368e-02,1.7196604090e-01,1.9762747165e-01,1.6952350137e-01,9.5299935659e-02
8.7000000000e+00,1.0056638704e-01,1.7314855548e-01,1.9754934673e-01,1.6697884722e-01,8.9943791317e-02
8.8000000000e+00,1.0160847644e-01,1.7430499452e-01,1.9740428489e-01,1.6433361126e-01,8.4502995028e-02
8.9000000000e+00,1.0264674034e-01,1.7543518387e-01,1.9719233529e-01,1.6158938687e-01,7.8982667477e-02
9.0000000000e+00,1.0368113964e-01,1.7653895332e-01,1.9691356975e-01,1.5874782708e-01,7.3388004204e-02
9.1000000000e+00,1.0471163541e-01,1.7761613666e-01,1.9656808273e-01,1.5581064353e-01,6.7724270711e-02
9.2000000000e+00,1.0573818885e-01,1.7866657167e-01,1.9615599128e-01,1.5277960548e-01,6.1996797504e-02
9.3000000000e+00,1.0676076130e-01,1.7969010014e-01,1.9567743504e-01,1.4965653871e-01,5.6210975082e-02
9.4000000000e+00,1.0777931428e-01,1.8068656795e-01,1.9513257616e-01,1.4644332444e-01,5.0372248857e-02
9.5000000000e+00,1.0879380942e-01,1.8165582502e-01,1.9452159925e-01,1.4314189818e-01,4.4486114035e-02
9.6000000000e+00,1.0980420853e-01,1.8259772540e-01,1.9384471135e-01,1.3975424859e-01,3.8558110439e-02
9.7000000000e+00,1.1081047358e-01,1.8351212723e-01,1.9310214181e-01,1.3628241628e-01,3.2593817300e-02
9.8000000000e+00,1.1181256668e-01,1.8439889280e-01,1.9229414222e-01,1.3272849252e-01,2.6598848000e-02
9.9000000000e+00,1.1281045010e-01,1.8525788859e-01,1.9142098638e-01,1.2909461809e-01,2.0578844796e-02
1.0000000000e+01,1.1380408627e-01,1.8608898521e-01,1.9048297014e-01,1.2538298189e-01,1.4539473503e-02
1.0100000000e+01,1.1479343778e-01,1.8689205752e-01,1.8948041134e-01,1.2159581967e-01,8.4864181670e-03
1.0200000000e+01,1.1577846738e-01,1.8766698457e-01,1.8841364967e-01,1.1773541267e-01,2.4253757111e-03
1.0300000000e+01,1.1675913798e-01,1.8841364967e-01,1.8728304660e-01,1.1380408627e-01,-3.6379494236e-03
1.0400000000e+01,1.1773541267e-01,1.8913194036e-01,1.8608898521e-01,1.0980420853e-01,-9.6978506476e-03
1.0500000000e+01,1.1870725469e-01,1.8982174848e-01,1.8483187010e-01,1.0573818885e-01,-1.5748624594e-02
1.0600000000e+01,1.1967462745e-01,1.9048297014e-01,1.8351212723e-01,1.0160847644e-01,-2.1784576486e-02
1.0700000000e+01,1.2063749453e-01,1.9111550577e-01,1.8213020376e-01,9.7417558877e-02,-2.7800025498e-02
1.0800000000e+01,1.2159581967e-01,1.9171926010e-01,1.8068656795e-01,9.3167960621e-02,-3.3789310098e-02
1.0900000000e+01,1.2254956680e-01,1.9229414222e-01,1.7918170895e-01,8.8862241470e-02,-3.9746793382e-02
1.1000000000e+01,1.2349870001e-01,1.9284006555e-01,1.7761613666e-01,8.4502995028e-02,-4.5666868376e-02
1.1100000000e+01,1.2444318356e-01,1.9335694787e-01,1.7599038157e-01,8.0092847141e-02,-5.1543963312e-02
1.1200000000e+01,1.2538298189e-01,1.9384471135e-01,1.7430499452e-01,7.5634454318e-02,-5.7372546873e-02
1.1300000000e+01,1.2631805963e-01,1.9430328253e-01,1.7256054659e-01,7.1130502128e-02,-6.3147133402e-02
1.1400000000e+01,1.2724838156e-01,1.9473259235e-01,1.7075762887e-01,6.6583703582e-02,-6.8862288059e-02
1.1500000000e+01,1.2817391267e-01,1.9513257616e-01,1.6889685225e-01,6.1996797504e-02,-7.4512631940e-02
1.1600000000e+01,1.2909461809e-01,1.9550317371e-01,1.6697884722e-01,5.7372546873e-02,-8.0092847141e-02
1.1700000000e+01,1.3001046318e-01,1.9584432921e-01,1.6500426368e-01,5.2713737165e-02,-8.5597681757e-02
1.1800000000e+01,1.3092141345e-01,1.9615599128e-01,1.6297377069e-01,4.8023174673e-02,-9.1021954832e-02
1.1900000000e+01,1.3182743460e-01,1.9643811297e-01,1.6088805625e-01,4.3303684816e-02,-9.6360561228e-02
1.2000000000e+01,1.3272849252e-01,1.9669065181e-01,1.5874782708e-01,3.8558110439e-02,-1.0160847644e-01
1.2100000000e+01,1.3362455329e-01,1.9691356975e-01,1.5655380837e-01,3.3789310098e-02,-1.0676076130e-01
1.2200000000e+01,1.3451558318e-01,1.9710683324e-01,1.5430674352e-01,2.9000156340e-02,-1.1181256668e-01
1.2300000000e+01,1.3540154862e-01,1.9727041316e-01,1.5200739394e-01,2.4193533972e-02,-1.1675913798e-01
1.2400000000e+01,1.3628241628e-01,1.9740428489e-01,1.4965653871e-01,1.9372338324e-02,-1.2159581967e-01
1.2500000000e+01,1.3715815297e-01,1.9750842826e-01,1.4725497440e-01,1.4539473503e-02,-1.2631805963e-01
1.2600000000e+01,1.3802872574e-01,1.9758282758e-01,1.4480351475e-01,9.6978506476e-03,-1.3092141345e-01
1.2700000000e+01,1.3889410181e-01,1.9762747165e-01,1.4230299039e-01,4.8503861694e-03,-1.3540154862e-01
1.2800000000e+01,1.3975424859e-01,1.9764235376e-01,1.3975424859e-01,2.4204207591e-17,-1.3975424859e-01
1.2900000000e+01,1.4060913371e-01,1.9762747165e-01,1.3715815297e-01,-4.8503861694e-03,-1.4397541676e-01
1.3000000000e+01,1.4145872497e-01,1.9758282758e-01,1.3451558318e-01,-9.6978506476e-03,-1.4806108030e-01
1.3100000000e+01,1.4230299039e-01,1.9750842826e-01,1.3182743460e-01,-1.4539473503e-02,-1.5200739394e-01
1.3200000000e+01,1.4314189818e-01,1.9740428489e-01,1.2909461809e-01,-1.9372338324e-02,-1.5581064353e-01
1.3300000000e+01,1.4397541676e-01,1.9727041316e-01,1.2631805963e-01,-2.4193533972e-02,-1.5946724961e-01
1.3400000000e+01,1.4480351475e-01,1.9710683324e-01,1.2349870001e-01,-2.9000156340e-02,-1.6297377069e-01
1.3500000000e+01,1.4562616096e-01,1.9691356975e-01,1.2063749453e-01,-3.3789310098e-02,-1.6632690656e-01
1.3600000000e+01,1.4644332444e-01,1.9669065181e-01,1.1773541267e-01,-3.8558110439e-02,-1.6952350137e-01
1.3700000000e+01,1.4725497440e-01,1.9643811297e-01,1.1479343778e-01,-4.3303684816e-02,-1.7256054659e-01
1.3800000000e+01,1.4806108030e-01,1.9615599128e-01,1.1181256668e-01,-4.8023174673e-02,-1.7543518387e-01
1.3900000000e+01,1.4886161178e-01,1.9584432921e-01,1.0879380942e-01,-5.2713737165e-02,-1.7814470769e-01
1.4000000000e+01,1.4965653871e-01,1.9550317371e-01,1.0573818885e-01,-5.7372546873e-02,-1.8068656795e-01
1.4100000000e+01,1.5044583116e-01,1.9513257616e-01,1.0264674034e-01,-6.1996797504e-02,-1.8305837233e-01
1.4200000000e+01,1.5122945940e-01,1.9473259235e-01,9.9520511368e-02,-6.6583703582e-02,-1.8525788859e-01
1.4300000000e+01,1.5200739394e-01,1.9430328253e-01,9.6360561228e-02,-7.1130502128e-02,-1.8728304660e-01
1.4400000000e+01,1.5277960548e-01,1.9384471135e-01,9.3167960621e-02,-7.5634454318e-02,-1.8913194036e-01
1.4500000000e+01,1.5354606497e-01,1.9335694787e-01,8.9943791317e-02,-8.0092847141e-02,-1.9080282976e-01
1.4600000000e+01,1.5430674352e-01,1.9284006555e-01,8.6689145782e-02,-8.4502995028e-02,-1.9229414222e-01
1.4700000000e+01,1.5506161252e-01,1.9229414222e-01,8.3405126808e-02,-8.8862241470e-02,-1.9360447416e-01
1.4800000000e+01,1.5581064353e-01,1.9171926010e-01,8.0092847141e-02,-9.3167960621e-02,-1.9473259235e-01
1.4900000000e+01,1.5655380837e-01,1.9111550577e-01,7.6753429101e-02,-9.7417558877e-02,-1.9567743504e-01
1.5000000000e+01,1.5729107904e-01,1.9048297014e-01,7.3388004204e-02,-1.0160847644e-01,-1.9643811297e-01
1.5100000000e+01,1.5802242779e-01,1.8982174848e-01,6.9997712780e-02,-1.0573818885e-01,-1.9701391023e-01
1.5200000000e+01,1.5874782708e-01,1.8913194036e-01,6.6583703582e-02,-1.0980420853e-01,-1.9740428489e-01
1.5300000000e+01,1.5946724961e-01,1.8841364967e-01,6.3147133402e-02,-1.1380408627e-01,-1.9760886955e-01
1.5400000000e+01,1.6018066828e-01,1.8766698457e-01,5.9689166673e-02,-1.1773541267e-01,-1.9762747165e-01
1.5500000000e+01,1.6088805625e-01,1.8689205752e-01,5.6210975082e-02,-1.2159581967e-01,-1.9746007370e-01
1.5600000000e+01,1.6158938687e-01,1.8608898521e-01,5.2713737165e-02,-1.2538298189e-01,-1.9710683324e-01
1.5700000000e+01,1.6228463374e-01,1.8525788859e-01,4.9198637916e-02,-1.2909461809e-01,-1.9656808273e-01
1.5800000000e+01,1.6297377069e-01,1.8439889280e-01,4.5666868376e-02,-1.3272849252e-01,-1.9584432921e-01
1.5900000000e+01,1.6365677176e-01,1.8351212723e-01,4.2119625239e-02,-1.3628241628e-01,-1.9493625387e-01
1.6000000000e+01,1.6433361126e-01,1.8259772540e-01,3.8558110439e-02,-1.3975424859e-01,-1.9384471135e-01
1.6100000000e+01,1.6500426368e-01,1.8165582502e-01,3.4983530748e-02,-1.4314189818e-01,-1.9257072898e-01
1.6200000000e+01,1.6566870379e-01,1.8068656795e-01,3.1397097363e-02,-1.4644332444e-01,-1.9111550577e-01
1.6300000000e+01,1.6632690656e-01,1.7969010014e-01,2.7800025498e-02,-1.4965653871e-01,-1.8948041134e-01
1.6400000000e+01,1.6697884722e-01,1.7866657167e-01,2.4193533972e-02,-1.5277960548e-01,-1.8766698457e-01
1.6500000000e+01,1.6762450122e-01,1.7761613666e-01,2.0578844796e-02,-1.5581064353e-01,-1.8567693221e-01
1.6600000000e+01,1.6826384425e-01,1.7653895332e-01,1.6957182758e-02,-1.5874782708e-01,-1.8351212723e-01
1.6700000000e+01,1.6889685225e-01,1.7543518387e-01,1.3329775009e-02,-1.6158938687e-01,-1.8117460705e-01
1.6800000000e+01,1.6952350137e-01,1.7430499452e-01,9.6978506476e-03,-1.6433361126e-01,-1.7866657167e-01
1.6900000000e+01,1.7014376803e-01,1.7314855548e-01,6.0626403010e-03,-1.6697884722e-01,-1.7599038157e-01
1.7000000000e+01,1.7075762887e-01,1.7196604090e-01,2.4253757111e-03,-1.6952350137e-01,-1.7314855548e-01
1.7100000000e+01,1.7136506078e-01,1.7075762887e-01,-1.2127106845e-03,-1.7196604090e-01,-1.7014376803e-01
